Linear regression parameters:
Intercept: 0.0493039
Slope: 0.729001
Correlation: 0.837577
Target-output data:
submatrix_0
0.213657 0.36731
0.180153 0.0755992
-0.0469328 -0.141849
0.293164 0.368941
0.255405 0.195582
0.0559736 -0.0012965
-0.137076 -0.157842
-0.303534 -0.36673
-0.215625 0.379377
0.0316696 0.356667
-0.157125 -0.146073
0.0309251 0.294229
0.27556 0.174709
0.115484 0.135197
0.00965246 0.0831627
0.236578 0.231566
0.0642699 0.015223
-0.022416 -0.0635675
-0.135693 -0.13486
-0.689313 -0.630608
0.287048 0.222366
0.0978807 0.108567
0.31885 0.407394
0.119951 0.20979
-0.445901 -0.44699
-0.532587 -0.655833
0.0600154 0.319909
0.378041 0.262368
-0.0878294 0.054676
-0.286729 -0.175838
0.346983 0.145907
-0.137501 -0.0831345
-0.349696 -0.252174
0.318637 0.520874
-0.140851 -0.0476049
0.2478 0.293198
0.472758 0.236772
0.221209 0.137147
0.0547504 0.0869152
-0.182971 -0.101059
0.322307 0.207476
0.300503 0.0237126
0.112772 -0.181324
-0.382881 -0.393653
-0.140586 0.450036
0.304544 0.281833
0.244981 0.218432
0.231686 0.0641948
0.0120456 -0.215606
-0.0600154 0.395779
0.0681522 -0.194103
0.352142 0.165306
0.183024 0.0983158
0.228814 0.463792
0.320818 0.410963
0.101178 -0.11762
0.0336374 -0.211425
-0.0743213 -0.278174
0.362619 0.325754
0.0828835 -0.0576088
-0.0910203 -0.244368
-0.108836 0.399544
0.158135 0.359514
0.36448 0.294843
0.345335 0.146837
-0.0349137 -0.181197
0.214561 0.180791
-0.189619 -0.308072
-0.66719 -0.966766
0.482915 0.275244
0.166751 0.112192
0.359268 0.300302
0.434254 0.268987
-0.00502566 -0.0318609
-0.105007 -0.122387
0.62842 0.389962
-0.279921 -0.331191
0.256734 0.418738
0.535406 0.356551
0.522642 0.324404
0.388624 0.282712
-0.227218 0.0115871
-0.199032 -0.188669
-0.36549 -0.389114
0.917622 0.548969
0.247534 0.398894
-0.158242 -0.210118
-0.366182 -0.311386
0.062249 0.168359
-0.169623 -0.0288404
-0.29912 -0.161059
-0.543755 -0.484319
0.0545377 0.105818
-0.365597 -0.16478
-0.476215 -0.359046
-0.507592 -0.467515
-0.593214 -0.569762
-0.611296 -0.680989
0.316085 0.420371
0.227272 0.152612
0.172494 -0.000902261
-0.472598 -0.159058
0.240886 0.481668
0.26854 0.19441
-0.0149174 -0.183392
-0.142021 0.459981
0.118037 0.452716
0.368735 0.413194
0.468184 0.397854
0.0863403 0.0443687
0.423352 0.460376
0.327093 0.369095
0.231367 0.202736
0.459781 0.376259
0.4183 0.339703
0.18111 0.230449
-0.0364028 -0.101131
-0.293802 -0.299212
0.218443 0.491829
0.634323 0.438443
0.287579 0.318588
-0.0317228 0.16262
-0.260404 -0.222998
0.290026 0.437813
0.442657 0.369401
-0.162018 0.0587775
-0.268381 -0.0676757
0.322147 0.324337
0.083894 0.237903
0.347249 0.506698
0.422235 0.499294
-0.29678 -0.248522
0.0130029 0.277709
-0.103997 0.148394
0.483713 0.490335
-0.135321 0.106443
-0.377829 -0.19022
0.540937 0.442007
-0.0291701 0.248544
-0.142447 0.0809149
-0.203074 -0.0307791
-0.491318 -0.321916
0.272901 0.279581
-0.587577 -0.646951
0.352355 0.0926058
0.359268 0.071045
-0.65065 -0.775627
0.335071 0.234815
-0.940437 -0.80048
0.386444 0.503518
0.485362 0.594712
0.651288 0.699334
0.463026 0.541893
0.18095 0.449362
0.56439 0.569727
0.463983 0.433295
0.376871 0.385645
0.57577 0.430739
0.433776 0.389491
0.520887 0.504879
0.607041 0.540567
0.332039 0.378384
-0.277422 -0.013101
0.653735 0.425745
-0.0319887 0.350494
0.0828835 0.353111
0.33071 0.388881
-0.338846 0.324936
0.0383705 0.304067
0.389954 0.29384
0.329593 0.310056
0.377456 0.311328
0.591778 0.324997
0.582152 0.191623
0.213338 0.221321
0.396814 0.209089
-0.162124 -0.152296
-0.370596 -0.317335
0.0402319 0.200717
0.229558 0.186959
0.438562 0.158187
0.258276 0.056452
0.18329 0.00475824
0.242481 0.0430028
-0.0888398 -0.22825
-0.41112 -0.51903
-0.0509746 0.132459
0.080384 0.101344
0.12612 0.099219
-0.16005 0.00636767
-0.237163 -0.256246
0.788337 0.656024
0.870769 0.72076
0.408621 0.765877
0.743452 0.616229
0.417077 0.438294
0.700003 0.579631
0.778711 0.601785
0.727657 0.469208
0.452761 0.413121
0.569761 0.450506
0.183131 0.340917
0.330497 0.466914
0.706491 0.588381
0.107666 0.107312
-0.131651 0.283465
0.540883 0.481421
0.117558 0.115834
-0.0753849 0.311872
0.481426 0.406138
0.681389 0.471278
0.646289 0.442469
0.487276 0.295021
0.206478 0.119238
0.168293 0.305378
0.642673 0.425235
0.267105 0.368975
0.478767 0.448854
0.0477837 0.313357
0.578536 0.352686
0.331242 0.397171
0.230303 0.273991
0.466961 0.297683
-0.0988912 0.287151
-0.108889 0.247272
0.13681 0.253224
0.455367 0.269459
0.492594 0.288027
0.442072 0.318119
0.505996 0.289806
-0.412982 -0.119778
-0.0338501 0.179665
0.177813 0.181304
0.155476 0.119332
-0.254607 0.249632
0.0501236 0.126955
0.203021 0.207784
-0.172441 0.0394079
-0.389422 -0.101189
-0.248331 0.187424
0.0287446 0.0434354
-0.222698 -0.154936
0.055495 0.205413
0.0921903 0.0217289
-0.255139 0.212837
-0.078044 0.208364
-0.0493259 0.069445
0.104848 0.512554
0.527109 0.539994
0.5537 0.544057
0.212008 0.484722
0.577366 0.505824
0.294972 0.22204
-0.120908 -0.0934271
0.583375 0.427896
0.110059 0.0601378
-0.105858 -0.0838078
-0.334539 -0.144315
-0.0858617 -0.0677165
-0.346983 -0.170598
0.415215 0.425986
-0.217646 -0.136353
0.436541 0.353507
0.770841 0.445619
0.658627 0.434585
0.493233 0.41615
0.120962 0.382811
0.594118 0.388595
0.661659 0.383516
0.217114 0.368139
0.325072 0.365681
0.376127 0.33264
0.115005 0.313735
-0.092403 0.287738
0.765788 0.442928
0.868961 0.437817
0.863642 0.43395
0.56423 0.411799
0.349908 0.396063
0.646502 0.327134
0.393358 0.278357
0.91709 0.366958
0.955912 0.353467
0.701173 0.335537
0.305502 0.282019
0.237429 0.243742
0.616401 0.300978
0.109581 0.274933
-0.54083 -0.584989
0.384583 0.219222
-0.0541654 -0.0282607
-0.471641 -0.360615
-0.485468 -0.512779
-0.755099 -0.853183
-0.624166 -0.351328
0.00555748 0.254829
0.0707581 0.0288092
-0.171218 -0.138266
-0.157391 -0.194271
-0.956178 -1.07007
